session_id,timestamp,packets_sent,packets_lost,rtt_ms,retransmissions,resets,label,flow_duration_ms,flow_packets_per_second,flow_bytes_per_second,average_packet_size,packet_length_mean,packet_length_std,fwd_packet_count,bwd_packet_count,fwd_byte_count,bwd_byte_count,down_up_ratio,flow_iat_mean_us,flow_iat_std_us,active_mean_us,idle_mean_us,syn_flag_count,ack_flag_count,psh_flag_count,domain,application,impairment_type,severity,phase_name
home_wifi-browsing-0000,2026-04-07T10:00:00Z,45,0,39.64694701022938,0,0,0,1069.5148389129743,43.98687484953151,32510.086453921893,716.8232641057958,716.7620607260625,226.73670146649104,36.003637783154865,8.996362216845133,27098.657413174024,5481.4814699534345,4.002021807852542,22734.0542700694,7971.489863962742,56641.20037115198,21183.754015094513,0.0,33.042245121449525,3.3194994063503716,home_wifi,browsing,delay,mild,baseline
home_wifi-browsing-0000,2026-04-07T10:00:01Z,53,0,27.30748664834285,0,0,0,960.891801867685,44.03088696754277,32917.08991270672,728.6008685260877,727.7402206681015,231.15551784040906,42.391269992282034,10.60873000771797,32430.631941015596,6570.100412944769,3.995885460506763,22711.32990659822,8078.6798073933505,62725.29812109018,23409.845217952774,0.0,38.91642203192944,3.9096326341459933,home_wifi,browsing,delay,mild,baseline
home_wifi-browsing-0000,2026-04-07T10:00:02Z,47,0,27.7740180349851,0,0,0,1073.9697239432949,44.229991811878094,32078.291916423805,734.1820267520255,733.4231556920041,231.4118840747723,37.63078521677153,9.369214783228472,29009.238466655454,5846.902733831861,4.0164289203971695,22609.093039249605,8025.794245726684,56302.64589732277,21165.923310053488,0.0,34.510789349069505,3.467032713299277,home_wifi,browsing,delay,mild,baseline
home_wifi-browsing-0000,2026-04-07T10:00:03Z,42,0,25.850959049539675,0,0,0,1166.3410934431877,44.117072956512125,31692.091556242707,739.2975757720603,741.3051116134421,234.25453836254007,33.619457503481385,8.380542496518617,26097.522602650373,5266.357538631302,4.011608737435235,22666.961631514812,8253.40689570765,59532.16944199509,21990.202975507233,0.0,30.839428780019556,3.0981994459270132,home_wifi,browsing,delay,mild,baseline
home_wifi-browsing-0000,2026-04-07T10:00:04Z,44,0,19.16911885909587,0,0,0,1060.7637104836067,43.40041848233298,31916.085887386063,736.8656221226164,735.1360214663861,233.49423852054824,35.090490227400934,8.909509772599067,27149.824707601452,5580.344742184681,3.9385433231490126,23041.252480251318,8039.80754709223,57522.24284800375,21532.12447389675,0.0,32.30797300763954,3.245732752875919,home_wifi,browsing,delay,mild,baseline
home_wifi-browsing-0000,2026-04-07T10:00:05Z,49,0,33.17668663742322,0,0,0,1068.780244504883,43.48274466091814,32056.981155579208,747.5445766505577,746.7958930007885,239.45110988458114,39.376065373702886,9.623934626297114,30907.13232594688,6115.172115538731,4.091472656735319,22997.628318959134,8243.548148992535,61349.64737684606,22848.664123635674,0.0,35.979333576689484,3.614566020248182,home_wifi,browsing,delay,mild,baseline
home_wifi-browsing-0000,2026-04-07T10:00:06Z,48,0,19.147907277199344,0,0,0,1105.3429558765497,44.840815055801556,32147.924902792518,716.6485244958538,715.8687641556453,223.96158441802717,38.3124812920542,9.687518707945799,28829.41234711193,5901.164089864036,3.9548291411948373,22301.11113626198,7964.778529771045,58715.50911729747,21755.42861294008,0.0,35.24506146287949,3.5407993667737294,home_wifi,browsing,delay,mild,baseline
home_wifi-browsing-0000,2026-04-07T10:00:07Z,48,0,31.707263961552545,0,0,0,1041.2000637103624,44.95919739199102,32445.804716879327,722.9395197195711,723.4239593893338,230.1094730398759,38.35188603978802,9.648113960211981,29112.39877764128,5928.752441706038,3.975065613647186,22242.389944846724,7955.516062736172,62795.47852720375,23078.12983239287,0.0,35.24506146287949,3.5407993667737294,home_wifi,browsing,delay,mild,baseline
home_wifi-browsing-0000,2026-04-07T10:00:08Z,51,0,27.93464526472677,0,0,0,1007.7689996667073,43.79652393902073,32417.274169107706,731.4000401303174,728.5730748494586,232.69668075206104,40.823418370514354,10.176581629485648,31351.162326173482,6326.679380365966,4.011506010253236,22832.86229273198,8269.862910561118,65307.61344690805,24212.733895152185,0.0,37.447877804309464,3.7620993271970877,home_wifi,browsing,delay,mild,baseline
home_wifi-browsing-0000,2026-04-07T10:00:09Z,39,0,29.14631020954429,0,0,0,1131.4815319210632,44.808476473292075,32371.501811936898,733.198599948328,733.2791554982286,234.25588939055606,31.191985431745316,7.808014568254683,24013.416050572527,4866.101547347411,3.9948677296996418,22317.205999986327,8103.671008983252,64378.96610687731,23560.98959659953,0.0,28.63661243858959,2.8768994855036554,home_wifi,browsing,delay,mild,baseline
home_wifi-browsing-0000,2026-04-07T10:00:10Z,43,1,32.993133148595156,0,0,0,1040.36867739404,44.60244269909806,31937.32750680318,725.1419012323415,726.233382277113,226.85128297262497,35.03665117236262,8.96334882763738,26676.871036138447,5524.744838739402,3.9088795768308633,22420.296725592154,8096.272199088504,60209.122664043636,21980.444238891156,0.0,32.30797300763954,3.245732752875919,home_wifi,browsing,delay,mild,baseline
home_wifi-browsing-0000,2026-04-07T10:00:11Z,49,0,34.39716171541458,0,0,0,1046.4129163605705,44.009807380523725,32461.064029290308,725.7957677446267,731.0502441956984,232.4800383409869,39.20400866378074,9.795991336219256,29876.808745135528,6043.405694787321,4.002046073563745,22722.20806043664,7972.314227249237,60522.36682342503,22237.52532356533,0.0,35.979333576689484,3.614566020248182,home_wifi,browsing,delay,mild,baseline
home_wifi-browsing-0000,2026-04-07T10:00:12Z,47,0,19.658013394858067,0,0,0,1118.7002148206282,44.218381508035414,32093.503126149808,733.8008843356869,732.5929689730764,233.4758774781038,37.72531784881067,9.274682151189333,29067.015179267248,5784.904469803872,4.0675591070226575,22615.029449195892,8038.914332862981,60039.7208593537,22322.849733381583,0.0,34.510789349069505,3.467032713299277,home_wifi,browsing,delay,mild,baseline
