session_id,timestamp,packets_sent,packets_lost,rtt_ms,retransmissions,resets,label,flow_duration_ms,flow_packets_per_second,flow_bytes_per_second,average_packet_size,packet_length_mean,packet_length_std,fwd_packet_count,bwd_packet_count,fwd_byte_count,bwd_byte_count,down_up_ratio,flow_iat_mean_us,flow_iat_std_us,active_mean_us,idle_mean_us,syn_flag_count,ack_flag_count,psh_flag_count,domain,application,impairment_type,severity,phase_name
lte_edge-browsing-0000,2026-04-08T10:00:00Z,33,0,54.12927663827667,0,0,0,1143.07633656794,28.977131590511043,16561.401829972678,575.0833320699159,572.1433174224517,185.64261920453643,22.803714603364636,10.196285396635364,13769.737986558051,4984.1567135379555,2.2364727659437182,34509.972005906326,16131.22716724208,61108.75454497889,31658.047990358562,0.0,27.14937480821788,2.908913077111763,lte_edge,browsing,delay,mild,baseline
lte_edge-browsing-0000,2026-04-08T10:00:01Z,35,1,73.25058903386993,0,0,0,1117.2024102392445,29.03047377934966,17187.080674662815,580.3400722375242,579.3860368126238,181.66807997971395,24.912344726789392,11.08765527321061,15180.513535268614,5469.419062869839,2.246854191704647,34446.561485721715,15964.138627776545,72426.26320835124,37957.64339632027,0.0,29.617499790783143,3.1733597204855593,lte_edge,browsing,delay,mild,baseline
lte_edge-browsing-0000,2026-04-08T10:00:02Z,44,0,54.58177220346344,0,0,0,1057.3743960311388,28.3098321351486,16780.85341426871,574.856491892333,577.2474229673525,187.4417972712751,30.5203546557195,13.4796453442805,18422.065209131582,6586.532389381021,2.2641808353414494,35323.41679830843,16203.041339778274,85227.78029711565,43798.46462898331,0.0,36.199166410957176,3.8785507694823504,lte_edge,browsing,delay,mild,baseline
lte_edge-browsing-0000,2026-04-08T10:00:03Z,32,0,49.23035534145161,0,0,0,1100.6513063878908,28.703721988621357,16937.47782100411,580.248670840489,578.525231071658,188.07102072772437,22.243371455751824,9.756628544248176,13552.021058321832,4812.080132981722,2.2798214931391394,34838.687484376314,15900.100080954113,60220.82216712421,31319.4177394046,0.0,26.326666480696126,2.820764195987164,lte_edge,browsing,delay,mild,baseline
lte_edge-browsing-0000,2026-04-08T10:00:04Z,25,0,64.42277148631314,0,0,0,1182.194285067903,28.548127105204316,16683.7407377139,573.6546727018834,573.7109954191561,184.42688466020695,17.263851718563348,7.736148281436653,10398.663667545621,3772.1959688066636,2.231582318553664,35028.567594464024,16105.119097506871,69236.80601901912,36357.89512674511,0.0,20.56770818804385,2.2037220281149716,lte_edge,browsing,delay,mild,baseline
lte_edge-browsing-0000,2026-04-08T10:00:05Z,30,0,76.74705676066723,0,0,0,1121.7939170826126,28.22917894408571,17169.25809980125,572.0178911277512,564.6418560405991,182.09071419358102,20.93222021653028,9.067779783469721,12572.284688125399,4408.892428608526,2.3084173542336197,35424.33883680169,16047.150997752353,71480.25106932693,37131.81382337799,0.0,24.681249825652618,2.644466433737966,lte_edge,browsing,delay,mild,baseline
lte_edge-browsing-0000,2026-04-08T10:00:06Z,34,0,75.78331261165269,0,0,0,1116.329927495892,29.825789094108334,16968.76130227836,567.3911645275243,567.3399953344415,187.4551559046688,23.634430488113267,10.365569511886733,14080.465389475183,4999.132672889353,2.2800899131504977,33528.03162540756,15078.458119591427,65123.747008682214,32700.55626414114,0.0,27.972083135739634,2.997061958236362,lte_edge,browsing,delay,mild,baseline
lte_edge-browsing-0000,2026-04-08T10:00:07Z,31,1,54.18129070332028,0,0,0,1147.3583150964134,29.82804956175295,16674.765705904392,576.7798063448437,574.625389350225,189.97967872710657,22.16476185863197,9.835238141368032,13423.396405126392,4821.851737953622,2.2536070342216403,33525.490760959816,15632.703360351523,61983.1946255836,32168.915744315433,0.0,26.326666480696126,2.820764195987164,lte_edge,browsing,delay,mild,baseline
lte_edge-browsing-0000,2026-04-08T10:00:08Z,30,0,52.470275486362624,0,0,0,1157.1708599895203,29.416533338960804,17100.809274637584,576.9709207176024,575.7325529033831,179.67668511418097,20.80578172138906,9.194218278610938,12604.547587841276,4509.077097665448,2.262920140779211,33994.48835378394,16036.542268479894,56772.68681448764,29660.926367348908,0.0,24.681249825652618,2.644466433737966,lte_edge,browsing,delay,mild,baseline
lte_edge-browsing-0000,2026-04-08T10:00:09Z,28,0,65.62391089788754,0,0,0,1133.427201684038,29.115897372982147,17107.25956827924,568.707791926702,572.8236859358465,186.73918821769257,19.42868867267438,8.57131132732562,11601.708966821372,4143.385808047731,2.266711350308218,34345.49817200351,15502.348180201072,61595.000304273766,32443.84818515214,0.0,23.03583317060911,2.4681686714887685,lte_edge,browsing,delay,mild,baseline
lte_edge-browsing-0000,2026-04-08T10:00:10Z,24,1,95.61631899886339,0,0,0,1053.5975624138516,29.305467701649388,16846.41534090987,571.6624645931452,565.6295327731623,179.262812342968,17.2475594103379,7.752440589662102,10352.771436766981,3767.012399983447,2.224790917241928,34123.32504571212,16105.3156185596,61737.080552718406,31495.12524019584,0.0,20.56770818804385,2.2037220281149716,lte_edge,browsing,delay,mild,baseline
lte_edge-browsing-0000,2026-04-08T10:00:11Z,24,0,53.250690740221295,0,0,0,1201.8786985697327,28.318711463553484,16953.90423048181,582.849818248446,580.7766805216442,189.83286212656458,16.707860062161814,7.292139937838185,10225.081860579057,3612.689071799537,2.2912149526185583,35312.34114543,16309.128555775884,63943.868486110805,33131.96312760289,0.0,19.744999860522093,2.115573146990373,lte_edge,browsing,delay,mild,baseline
